2.7000E+00 	-3.4992E-03 	
2.7001E+00 	-3.0665E-03 	
2.7002E+00 	-2.5631E-03 	
2.7003E+00 	-2.6055E-03 	
2.7004E+00 	-2.6925E-03 	
2.7005E+00 	-2.4338E-03 	
2.7006E+00 	-2.1304E-03 	
2.7007E+00 	-2.1656E-03 	
2.7008E+00 	-2.2974E-03 	
2.7009E+00 	-2.2456E-03 	
2.7010E+00 	-1.8599E-03 	
2.7011E+00 	-1.8810E-03 	
2.7012E+00 	-2.3797E-03 	
2.7013E+00 	-2.3562E-03 	
2.7014E+00 	-2.1868E-03 	
2.7015E+00 	-2.1751E-03 	
2.7016E+00 	-2.3914E-03 	
2.7017E+00 	-2.3491E-03 	
2.7018E+00 	-2.0480E-03 	
2.7019E+00 	-1.9187E-03 	
2.7020E+00 	-2.0927E-03 	
2.7021E+00 	-1.9916E-03 	
2.7022E+00 	-1.6200E-03 	
2.7023E+00 	-1.4530E-03 	
2.7024E+00 	-1.4224E-03 	
2.7025E+00 	-1.2672E-03 	
2.7026E+00 	-8.3911E-04 	
2.7027E+00 	-9.3789E-04 	
2.7028E+00 	-9.2143E-04 	
2.7029E+00 	-5.9215E-04 	
2.7030E+00 	2.1224E-04 	
2.7031E+00 	7.3471E-05 	
2.7032E+00 	-2.9579E-04 	
2.7033E+00 	1.2051E-04 	
2.7034E+00 	5.9562E-04 	
2.7035E+00 	8.9197E-04 	
2.7036E+00 	1.2683E-03 	
2.7037E+00 	1.8187E-03 	
2.7038E+00 	2.2185E-03 	
2.7039E+00 	2.6913E-03 	
2.7040E+00 	2.8724E-03 	
2.7041E+00 	2.4161E-03 	
2.7042E+00 	2.0962E-03 	
2.7043E+00 	2.0045E-03 	
2.7044E+00 	1.5905E-03 	
2.7045E+00 	1.4165E-03 	
2.7046E+00 	1.4259E-03 	
2.7047E+00 	1.3694E-03 	
2.7048E+00 	1.3083E-03 	
2.7049E+00 	1.2730E-03 	
2.7050E+00 	1.5717E-03 	
2.7051E+00 	1.4282E-03 	
2.7052E+00 	1.4047E-03 	
2.7053E+00 	1.6940E-03 	
2.7054E+00 	2.1150E-03 	
2.7055E+00 	2.2491E-03 	
2.7056E+00 	2.0891E-03 	
2.7057E+00 	2.4255E-03 	
2.7058E+00 	2.4913E-03 	
2.7059E+00 	2.2561E-03 	
2.7060E+00 	2.3173E-03 	
2.7061E+00 	2.8794E-03 	
2.7062E+00 	3.1193E-03 	
2.7063E+00 	3.0605E-03 	
2.7064E+00 	3.0417E-03 	
2.7065E+00 	3.6979E-03 	
2.7066E+00 	4.6011E-03 	
2.7067E+00 	4.8245E-03 	
2.7068E+00 	4.5964E-03 	
2.7069E+00 	4.9116E-03 	
2.7070E+00 	5.6430E-03 	
2.7071E+00 	6.4074E-03 	
2.7072E+00 	7.0872E-03 	
2.7073E+00 	7.9127E-03 	
2.7074E+00 	9.3992E-03 	
2.7075E+00 	1.0848E-02 	
2.7076E+00 	1.2271E-02 	
2.7077E+00 	1.3929E-02 	
2.7078E+00 	1.5594E-02 	
2.7079E+00 	1.7373E-02 	
2.7080E+00 	1.9311E-02 	
2.7081E+00 	2.1402E-02 	
2.7082E+00 	2.3561E-02 	
2.7083E+00 	2.5198E-02 	
2.7084E+00 	2.6776E-02 	
2.7085E+00 	2.7926E-02 	
2.7086E+00 	2.8951E-02 	
2.7087E+00 	2.9133E-02 	
2.7088E+00 	2.8547E-02 	
2.7089E+00 	2.7978E-02 	
2.7090E+00 	2.7775E-02 	
2.7091E+00 	2.6865E-02 	
2.7092E+00 	2.5581E-02 	
2.7093E+00 	2.4814E-02 	
2.7094E+00 	2.4010E-02 	
2.7095E+00 	2.3130E-02 	
2.7096E+00 	2.2474E-02 	
2.7097E+00 	2.2079E-02 	
2.7098E+00 	2.2204E-02 	
2.7099E+00 	2.2474E-02 	
2.7100E+00 	2.2281E-02 	
2.7101E+00 	2.2928E-02 	
2.7102E+00 	2.4410E-02 	
2.7103E+00 	2.5760E-02 	
2.7104E+00 	2.6898E-02 	
2.7105E+00 	2.8140E-02 	
2.7106E+00 	2.9539E-02 	
2.7107E+00 	3.0125E-02 	
2.7108E+00 	3.0560E-02 	
2.7109E+00 	3.0574E-02 	
2.7110E+00 	3.0490E-02 	
2.7111E+00 	3.0104E-02 	
2.7112E+00 	2.8928E-02 	
2.7113E+00 	2.8363E-02 	
2.7114E+00 	2.7841E-02 	
2.7115E+00 	2.6668E-02 	
2.7116E+00 	2.5654E-02 	
2.7117E+00 	2.5047E-02 	
2.7118E+00 	2.4784E-02 	
2.7119E+00 	2.4429E-02 	
2.7120E+00 	2.4257E-02 	
2.7121E+00 	2.4403E-02 	
2.7122E+00 	2.4772E-02 	
2.7123E+00 	2.5285E-02 	
2.7124E+00 	2.6049E-02 	
2.7125E+00 	2.7265E-02 	
2.7126E+00 	2.8467E-02 	
2.7127E+00 	2.9121E-02 	
2.7128E+00 	2.9666E-02 	
